City,CompanyName,Rating,Reviews,Address,PhoneNumber,WebsiteURL,Website_Present,Contact_Complete,Phone_OK,Website_OK
Islamabad,CentigmaSoft | Software Development in Islamabad | Mobile App | Software Outsourcing | Website Development in Islamabad,5.0,-20.0,·,+92 333 5067072,https://www.centigmasoft.com/,True,True,1,1
Islamabad,BEST SOFTWARE HOUSE,5.0,-3.0,Jinnah Ave,+92 300 4561122,Not-Available,False,True,1,0
Islamabad,DatumSquare IT Services Pvt. Ltd.,4.6,-128.0,·,+92 51 8319127,http://datumsquare.com/,True,True,1,1
Islamabad,M5HOST WEB DEVELOPMENT COMPANY ISLAMABAD,4.9,-162.0,·,+92 331 6640400,https://m5host.com/,True,True,1,1
Islamabad,Software House in Islamabad,5.0,-2.0,Corporate office f11,+92 340 0940016,Not-Available,False,True,1,0
Islamabad,"Web and App Development Company Rawalpindi, Islamabad, Pakistan",3.8,-24.0,House# 531 Street 46,+92 345 5248812,https://radiations3.com/,True,True,1,1
Islamabad,AKSA-SDS,4.6,-308.0,·,+92 51 2827582,https://www.aksa-sds.com/,True,True,1,1
Islamabad,NUEXUS IT COMPANY ISLAMABAD,5.0,-34.0,"Office 3B 1st Floor, Javed Arcade",+92 300 5874020,https://nuexus.com/,True,True,1,1
Islamabad,MR.MAH SOFTWARE SOLUTIONS,4.9,-20.0,4 Street 102,+92 345 6316461,Not-Available,False,True,1,0
Islamabad,Growstep Technologies - Best Software Company In Rawalpindi Pakistan,4.8,-36.0,Plot 59G Street 7,+92 333 5145322,https://growstepai.com/,True,True,1,1
Islamabad,Absoluit,4.2,-123.0,·,+47 94 09 91 91,https://absoluit.com/,True,True,1,1
Islamabad,Pixako Technologies (Pvt.) Ltd.,4.2,-81.0,Plot 30,+92 51 2706665,http://www.pixako.com/,True,True,1,1
Islamabad,NOW Software (Pvt.) Limited,4.7,-18.0,"Office # 1301-1306, 13th Floor, AJ Towers, Main Expressway",+92 51 8742000,http://now.net.pk/,True,True,1,1
Islamabad,Fazal Software Technology Park,4.6,-19.0,·,+92 51 4436448,Not-Available,False,True,1,0
Islamabad,UnitedSol,4.6,-72.0,349 Street 1,+92 51 8442246,https://www.unitedsol.net/,True,True,1,1
Islamabad,Leed Pakistan,4.5,-19.0,Plot 207 Service Rd N,+92 51 2745804,https://leeddev.io/,True,True,1,1
Islamabad,Zeropoint.IT Pvt Ltd,4.5,-61.0,"Plot No.32, Street No.36, I&T Centre",+92 51 2356201,http://zeropoint.it/,True,True,1,1
Islamabad,Techozon SMC PVT LTD,4.8,-21.0,"Office 503, Gulberg empire, Civic Center",+92 335 6701234,https://techozon.com/,True,True,1,1
Islamabad,Solutions Player,4.8,-53.0,"Office No. 201, 2nd Floor, Ghouri Mall",+92 300 4235593,http://www.solutionsplayer.com/,True,True,1,1
Islamabad,Pakistan Software House,5.0,-3.0,"House number 221-D G 7, 3-2 Street 1",+92 300 0923938,http://www.blogsweb4u.com/,True,True,1,1
Islamabad,SAR ZONE (Best Software House in Islamabad & Automation Center),5.0,-10.0,"SAR ZONE, office number 31, executive business center? 2 Markaz",Not-Available,https://www.sarzone.com/,True,False,0,1
Islamabad,DoMains,5.0,-21.0,"House no, 579 Gali 54",+92 340 7988223,https://do-mains.com/,True,True,1,1
Islamabad,SIQA Software Services (Private) Limited,4.3,-12.0,"208-210, The LandMark Plaza Service Road East, Islamabad Expy",+92 51 8742662,https://siqasoft.com/,True,True,1,1
Islamabad,Discretelogix (Private) Limited,4.9,-58.0,"Software Technology Park, Service Rd N",+92 51 8443637,https://www.discretelogix.com/,True,True,1,1
Islamabad,Convo,4.5,-108.0,"Plot # 134, Street 9",+92 51 8314394,https://www.convo.com/,True,True,1,1
Islamabad,House Islamabad,3.9,-7.0,"J49R+FFP, Street 9, near Al-Sadiq Library ICT",+92 334 6107765,http://www.orm.com.pk/,True,True,1,1
Islamabad,Funavry Technologies,4.6,-49.0,·,Not-Available,https://www.funavry.com/,True,False,0,1
Islamabad,E-strats,4.4,-52.0,"1, 4th Floor, Block C, Main Rd",+92 51 8486782,http://www.estratcom.com/,True,True,1,1
Islamabad,Codexier Software House,4.4,-16.0,"Police, Block C",+46 70 848 44 20,http://www.codexier.com/,True,True,1,1
Islamabad,Red Star Technologies,4.4,-16.0,"Flat No 4, Kyber Market, Emaan Arcade, Street 124",+92 314 9720158,https://redstartechs.com/,True,True,1,1
Islamabad,Circular Byte Private Limited,4.9,-62.0,"Office # S-31, Malikabad Plaza, 6th Rd",+92 51 2716458,https://circularbyte.com/,True,True,1,1
Islamabad,InfoTech Private Limited,4.3,-21.0,"1st Floor, Waheed Plaza, Plot 52 West, Blue Area,",+92 51 2604637,http://www.infotechgroup.com/,True,True,1,1
Islamabad,NineSol Technologies,4.0,-32.0,·,+92 51 2620085,http://www.ninesol.com/,True,True,1,1
Islamabad,Women Technology House,4.6,-27.0,·,+92 331 7071092,http://womentechhouse.com/,True,True,1,1
Islamabad,Software House,3.9,-12.0,"Office No 316, 3rd Floor Maryam Hall, 6th Rd",+92 301 9511945,http://www.ezeesoltech.com/,True,True,1,1
Islamabad,iOPTIME Pvt ltd,5.0,-21.0,·,+92 51 8732081,http://www.ioptime.com/,True,True,1,1
Islamabad,Online Yourself - Software House in Rawalpindi,3.5,-24.0,"House - LG 25? J3MF+763 Online Yourself, Mid City Shopping Mall, Murree Rd",+92 334 9590247,http://onlineyourself.com/,True,True,1,1
Islamabad,BIZTORCH SOFTWARE HOUSE,4.8,-8.0,"Total Engineering (Pvt) Ltd, Jinnah Ave",+92 51 8735600,http://biztorch.com/,True,True,1,1
Islamabad,Techuire,5.0,-9.0,Office 10 third floor lord trade center,+92 333 8322151,Not-Available,False,True,1,0
Islamabad,GRID Systems Pvt Ltd,4.6,-48.0,·,+92 51 8350664,http://www.globalrescue.com/,True,True,1,1
Islamabad,SilentSol Pvt. Limited,4.4,-17.0,·,+92 342 0945111,https://silentsol.com/,True,True,1,1
Islamabad,Software house IQ | software house in Islamabad,5.0,-2.0,"office no 4, al-Mustafa plaza, Murree Rd, near FIT Computer institute",+92 317 6817702,https://iqsoftwarehouseinrawalpindi.blogspot.com/2024/05/best-software-house-in-rawalpindi.html,True,True,1,1
Islamabad,SoftVisionist,5.0,-32.0,"office 5, Mujahid Plaza, Jinnah Ave",+92 301 1228226,https://softvisionist.com/,True,True,1,1
Islamabad,Whizpool,4.9,-36.0,·,+92 51 2280011,http://www.whizpool.com/,True,True,1,1
Islamabad,Enabling Systems Pvt. Ltd | Software House in Rawalpindi,4.6,-24.0,·,+92 51 4572157,http://enabling.systems/,True,True,1,1
Islamabad,Orbix Solutions Software Company,4.9,-16.0,·,+92 305 5337917,Not-Available,False,True,1,0
Islamabad,Cyberbeak - Custom Software Development Company,5.0,-2.0,Al-Babar Center,+92 302 6776476,https://cyberbeak.com/,True,True,1,1
Islamabad,Software house,5.0,-1.0,"House no, 718 street 52",+92 346 5723593,Not-Available,False,True,1,0
Islamabad,Evelogics IT Solutions (software company),4.6,-5.0,"Block 4, 2 Service Rd E",+92 307 5431134,https://www.evelogics.com/,True,True,1,1
Islamabad,Devsort,4.8,-15.0,"Office 304, Aniq Arcade",+92 51 2722250,https://devsort.net/,True,True,1,1
Islamabad,Genesis IT Lab,4.2,-57.0,"3rd floor, Building, Genesis IT Lab, 29 Street 40",+92 51 8356551,http://www.genesislab.com/,True,True,1,1
Islamabad,Arkhitech,4.1,-98.0,"Office 5, 2nd Floor, Al-Karam Plaza",+92 51 4858394,http://www.arkhitech.com/,True,True,1,1
Islamabad,Cubix IT,4.8,-10.0,Not-Available,Not-Available,https://cubixit.com/,True,False,0,1
Islamabad,Seven Software development,5.0,-1.0,·,+92 51 4101011,Not-Available,False,True,1,0
Islamabad,HA-TECHNOLOGIES (Private) Limited,4.7,-61.0,·,+92 343 9483955,https://hatechnologies.net/,True,True,1,1
Islamabad,Innovative Solutions & Development,4.6,-16.0,"Office 208, Second Floor Luxus Mall and Residency",+92 344 5526628,Not-Available,False,True,1,0
Islamabad,Digital Clad best software house in Pakistan,0.0,0.0,"office no 1, main street",+92 330 7867866,https://digitalclads.com/,True,True,1,1
Islamabad,Ideatech,4.6,-73.0,·,+92 336 8885333,http://www.ideatech.org/,True,True,1,1
Islamabad,Sahaara Software House,5.0,-1.0,"Near Attock Pump , Range Road Office No : 051-5160008 Cell No : 0334-5264948 0332-7001504",+92 332 7001504,Not-Available,False,True,1,0
Islamabad,Software house islamabad | Redis Solution | Software company in Pakistan,5.0,-1.0,JW7H+R79,+92 349 3614440,http://www.redissolution.com/,True,True,1,1
Islamabad,ProntX,3.0,-4.0,House no 774? 14 St 13-A,+92 318 5178973,https://prontx.com/,True,True,1,1
Islamabad,Mindswork Developments Islamabad | Software Company | Best IT Company,0.0,0.0,Plot 31-C St 17,+92 300 6247060,https://mindswork.org/,True,True,1,1
Islamabad,Globex Software Development Company,5.0,-1.0,Sughra Towers,Not-Available,Not-Available,False,False,0,0
Islamabad,KEN Solution,4.9,-11.0,near Directorate General Pakistan Post,+92 339 2226869,http://www.kensols.com/,True,True,1,1
Islamabad,ePatronus IT Solutions,4.9,-19.0,"ePatronus Office, 2nd Floor, The Box Building STP, Plot # 11",+92 337 3333925,http://www.epatronus.com/,True,True,1,1
Islamabad,SoftStack Technologies,5.0,-6.0,"Flat-9, Block 4/C, 1 Street 10",+92 310 5625584,Not-Available,False,True,1,0
Islamabad,AlphaSquad,4.7,-23.0,·,+92 300 0691117,https://alphasquad.studio/,True,True,1,1
Islamabad,Asian IT House,4.9,-14.0,"Falcon Road, Khanna Pul",+92 343 5339186,https://asianithouse.com/,True,True,1,1
Islamabad,Graphiters - Software Development Company,4.4,-9.0,"2nd Floor, Plaza 93, D, 4 Ln 8",+92 334 5353228,https://graphiters.com/,True,True,1,1
Islamabad,Webtonix,4.9,-11.0,"House No, 77 Street 28, near PWD London Bakery",+92 321 2028272,http://webtonix.net/,True,True,1,1
Islamabad,Mitech Software Company,5.0,-6.0,·,+92 305 6400524,Not-Available,False,True,1,0
Islamabad,uExel,4.5,-4.0,"Office 2 2nd Floor Building, 140 Street 29",+92 334 5385426,https://uexel.com/,True,True,1,1
Islamabad,Ideal Software House,5.0,-3.0,"Bilal Arcade, Simly Dam Road",+92 345 5203534,Not-Available,False,True,1,0
Islamabad,"Sol Freaks Pvt. Ltd (Software House In Rawalpindi, Digital Marketing Agency In Rawalpindi)",4.2,-5.0,"Office f26, Mid City Shopping Mall",+92 312 5676066,https://solfreaks.com/,True,True,1,1
Islamabad,E Software House,5.0,-1.0,Flat # 85/6 mashood complex PAF base Nur Khan,+92 307 8723892,https://esoftwarehouse.com/,True,True,1,1
Islamabad,HSE Techno | Software Company | Best IT Company,3.3,-3.0,"D, Unit 6 Ground floor Belle Pierres",Not-Available,Not-Available,False,False,0,0
Islamabad,"eSOFT Private Limited, Office 211, 2nd Floor, Arooj Arcade, F-10 Markaz, Islamabad, Pakistan.",4.4,-5.0,House No 7 Street 57,+92 51 2223197,Not-Available,False,True,1,0
Islamabad,eyesoftech - software development company,4.0,-3.0,JXV5+RFF,+92 333 6660296,Not-Available,False,True,1,0
Islamabad,NxtGenSoft,4.7,-3.0,"P384+3X6, Street Number 35",+92 312 5001808,Not-Available,False,True,1,0
Islamabad,Pearl IT Solution Software and Web Development Islamabad,5.0,-2.0,"House No, 17 Street 2",+92 321 5839841,Not-Available,False,True,1,0
Islamabad,Barq Digital Solution - Software House in Islamabad,0.0,0.0,"Villa #89, Main Sumbal Rd",+92 346 1019006,Not-Available,False,True,1,0
Islamabad,Soft Tech Media (pvt) Limited,4.3,-26.0,·,+92 51 2851285,http://www.softtechmedia.com/,True,True,1,1
Islamabad,NeelumSoft,5.0,-9.0,Street Number 1,+92 348 5583387,Not-Available,False,True,1,0
Islamabad,TechNest,4.6,-18.0,"Plot 61, St 12",+92 51 2289328,http://technest.pk/,True,True,1,1
Islamabad,Komatsu Pakistan Soft (Pvt.) Ltd.,4.5,-46.0,·,+92 51 2260441,https://home.kps.komatsu/,True,True,1,1
Islamabad,TechnologyCell Ltd.,4.5,-4.0,St 53,+92 321 6221146,http://www.technologycell.co/,True,True,1,1
Islamabad,hileets,5.0,-1.0,"Hileets, Office 406, Cubator 1ne, Comsats University Islamabad Sunrise Avenue, Park Rd",+92 51 8430707,Not-Available,False,True,1,0
Islamabad,Tungsten Software Services,5.0,-4.0,"Building Number, Usmania Market, 4 Street 2",+92 344 8972687,Not-Available,False,True,1,0
Islamabad,"Mirza's House, Software Development, Web Development, Graphic Designing",4.0,-4.0,Saddar Rd,+974 3327 7875,Not-Available,False,True,1,0
Islamabad,eConceptions,4.7,-30.0,·,+92 51 2340278,http://www.econceptions.mobi/,True,True,1,1
Islamabad,Kreation.pk,5.0,-2.0,"Block H, G 7/2 Mascoe plaz Blue Area, Islamabad, Islamabad Capital Territory",+92 313 5498587,http://www.kreation.pk/,True,True,1,1
Islamabad,Islamabad Soft,5.0,-3.0,"Office No 16, 1st Floor, Mujahid Plaza, Jinnah Ave, near Sonehri Bank",+92 300 2737054,Not-Available,False,True,1,0
Islamabad,Xorlogics,4.9,-9.0,"No.2, 2nd Floor, Ahmed Center, I-8 Markaz",+92 51 4438627,http://www.xorlogics.com/,True,True,1,1
Islamabad,The Right Software,4.4,-33.0,·,+92 51 2754752,https://therightsw.com/,True,True,1,1
Islamabad,HA Softwares,4.0,-4.0,House 802 St 30,+92 300 5213536,Not-Available,False,True,1,0
Islamabad,BYTECODE (Private) Limited,5.0,-1.0,"Ahmad Center, 3rd Floor",+92 336 1520211,Not-Available,False,True,1,0
Islamabad,Pakistan Software Houses Association,5.0,-1.0,5-A Constitution Ave,Not-Available,Not-Available,False,False,0,0
Islamabad,MirwahTech Software & Web Development,4.0,-3.0,P3CH+GPW,Not-Available,Not-Available,False,False,0,0
Islamabad,I-Orbits Tech (Software House),5.0,-15.0,GT Rd,+92 307 5230948,https://iorbitstech.com/,True,True,1,1
Islamabad,Software House,0.0,0.0,"Freelancers, Sector I-11/3",Not-Available,Not-Available,False,False,0,0
Islamabad,Crawlbytes Pvt Ltd.Website Development Designing Services - SEO Company & Digital Marketing Services in Islamabad,4.9,-148.0,·,+92 330 3742275,https://crawlbytes.com/,True,True,1,1
Islamabad,Virtualatic (Software house),5.0,-15.0,"Office 8a, Plaza Property Zone Commmercial, Iqbal St",+92 314 5879766,Not-Available,False,True,1,0
Islamabad,Maanz Artificial Intelligence,4.5,-42.0,·,+92 51 2895034,http://maanz-ai.com/,True,True,1,1
Islamabad,Web Design Pakistan,4.3,-6.0,House 999 Street 93,+92 321 6575187,Not-Available,False,True,1,0
Islamabad,Web Hosting & Designer and Developers - Islamabad,5.0,-2.0,M39F+GXR,+92 332 5444035,https://www.hostechpk.com/,True,True,1,1
Islamabad,PK Softwares,0.0,0.0,"office 102, Ayub Plaza, Phase St 5-A",+92 346 0660358,https://www.pksoftwares.com/,True,True,1,1
Islamabad,Dependibot Solutions,4.6,-9.0,"Office #1, Third Floor, Times Square",+92 51 8350461,https://dependibot.com/,True,True,1,1
Karachi,iCreativez Technologies,4.8,-914.0,"Dominion center 1 main Jinnah Avenue, Behria Town Karachi",+92 333 0007008,https://www.icreativez.com/,True,True,1,1
Karachi,Best Software Company in Karachi Pakistan,5.0,-3.0,·,+974 7129 7305,https://www.itechavengers.com/,True,True,1,1
Karachi,Bit Technologies - Website development Company / Software House Karachi,4.9,-42.0,·,+92 310 5878854,https://bittechnologies.co/,True,True,1,1
Karachi,Johar Software House,4.9,-166.0,80-A,+92 21 34303521,http://www.joharhouse.com/,True,True,1,1
Karachi,Software House Pakistan,4.6,-21.0,Flat No F8? North View Appartment,+92 300 9247011,http://www.softwarehousepakistan.com/,True,True,1,1
Karachi,AWA Software House,4.0,-44.0,Goth Baluch Khan Rd,+92 323 2555864,http://www.awasoftware.com/,True,True,1,1
Karachi,Progatix,4.5,-73.0,"308 - 312, Clifton Center",+92 21 35293284,Not-Available,False,True,1,0
Karachi,Techlaa (Software House - Digital Marketing Agency),5.0,-40.0,·,+92 347 0468899,Not-Available,False,True,1,0
Karachi,Software house in karachi,4.9,-7.0,"Karachi, Nazimabad Block 2, Inquiry Office, Press Market",+92 317 1042174,Not-Available,False,True,1,0
Karachi,Sibisoft (Pvt.) Ltd.,4.7,-112.0,·,+92 21 32361335,Not-Available,False,True,1,0
Karachi,Folio3 Pvt Ltd,4.4,-356.0,"Folio3 Tower, Plot 26 Shahra-e-Faisal",+92 21 34323724,http://www.folio3.com/,True,True,1,1
Karachi,Disrupt.com (formerly Gaditek),4.4,-526.0,140-H Allama Iqbal Rd,+92 21 111 388 873,https://www.disrupt.com/,True,True,1,1
Karachi,Xtecsoft Pvt ltd,4.2,-43.0,"C, Street 23",+92 21 34010981,http://xtecsoft.com/,True,True,1,1
Karachi,MangoTech Solutions,4.7,-33.0,"704-705, Kawish Crown Plaza, Shahra-e-Faisal",+92 332 0374410,https://www.mangotechsolutions.com/,True,True,1,1
Karachi,Royal Cyber,4.4,-68.0,"Opposite: FTC, Office # 602-605, Emarah Suites, Shahra-e-Faisal",+92 21 32785009,https://www.royalcyber.com/,True,True,1,1
Karachi,Letscodify Solutions,4.8,-18.0,"4th Floor, Suite No# 430, Main Tariq Rd",+92 21 37223726,Not-Available,False,True,1,0
Karachi,Viftech Solutions Pvt Ltd,4.1,-46.0,·,+92 21 35122741,https://www.viftech.com/,True,True,1,1
Karachi,ICT Systems PVT Ltd.,4.3,-109.0,"2nd Floor, ICT Building, 9-A-1, Main Shahra-e-Faisal, beside Hotel Faran",+92 21 34303822,https://www.ictsystems.com.pk/,True,True,1,1
Karachi,Afiniti Karachi,4.6,-156.0,·,Not-Available,https://www.afiniti.com/,True,False,0,1
Karachi,ITechavengers Software House,4.5,-10.0,Gulzar-e-Hijri Sector 18 C Gulzar E Hijri Scheme 33 Karachi Karachi City Sindh,+92 313 2143992,https://www.itechavengers.com/,True,True,1,1
Karachi,Software Channel (Pvt.) Ltd.,4.8,-27.0,"Office No. D2, 2nd floor, Westland Trade Center Block 7/8, K.C.H.S.U Near Baloch Flyover, Shahra-e-Faisal",+92 21 34315226,http://www.softchan.com/,True,True,1,1
Karachi,AIMVIZ Pvt. Ltd - Digital Media and Software Development Company,4.2,-142.0,"AIMVIZ, Building # FL11/1? 1? opposite Safari Park",+92 21 34960335,https://www.aimviz.com/,True,True,1,1
Karachi,Aymeetech Software House,5.0,-9.0,"V3C8+XJH, Street # 2",+92 316 2660235,https://aymeetech.com/,True,True,1,1
Karachi,RIKSOF,4.2,-72.0,"Horizon Tower, 603, Kheyaban-e-Saadi",+92 21 35292676,http://www.riksof.com/,True,True,1,1
Karachi,Genetech Solutions,4.5,-121.0,166,+92 21 34558425,http://www.genetechsolutions.com/,True,True,1,1
Karachi,ITPixel Software House,4.5,-6.0,"Jasmeen Building, Shahra-e-Quaideen",+92 300 2202241,http://itpixel.net/,True,True,1,1
Karachi,Red Rhinoz - Software House,4.8,-5.0,"Office# 524, 5th Floor, Anum Blessing, Shahra-e-Faisal, near Anum Empire",+92 21 34380531,http://www.redrhinoz.com/,True,True,1,1
Karachi,HumanTek,4.7,-118.0,·,+92 331 3997788,https://thehumantek.com/,True,True,1,1
Karachi,Tech Sindhi Software House,5.0,-2.0,Zaibunnisa Street,+92 344 3910519,Not-Available,False,True,1,0
Karachi,Software House Pakistan,3.8,-6.0,"Suit No: B-88, Block - H, 13th street North Nazimabad",+92 333 3255268,http://www.softwarehousepakistan.com/,True,True,1,1
Karachi,TimeXperts,4.4,-96.0,·,+92 21 34324323,Not-Available,False,True,1,0
Karachi,Website & Mobile App Development Company | Software Development Company Karachi | High On Cyber,4.8,-8.0,Stadium Lane 2,+92 341 2427708,https://highoncyber.com/,True,True,1,1
Karachi,"AALogics | eCommerce, ERP, Mobile Apps & Digital Marketing Development Agency",4.3,-35.0,"Plot # C, 147",+92 332 0275790,https://www.aalogics.com/,True,True,1,1
Karachi,Software house,5.0,-1.0,"Plot no 17 block, 2 hussainabad 32",+92 335 5811984,Not-Available,False,True,1,0
Karachi,PerStack Software House & Solutions,4.0,-4.0,·,+92 343 2321765,http://perstack.com/,True,True,1,1
Karachi,Software House Pakistan,5.0,-2.0,"Plot No S, Marhaba Centre, 3 Rashid Minhas Rd, beside Lavish Dine, opposite to Askari IV",+92 314 2392129,http://www.softwarehousepakistan.com/,True,True,1,1
Karachi,ComSouls (Software House),4.4,-12.0,"UG-1, Falaknaz Plaza, Main Shahra-e-Faisal? opp. Airport",+92 334 1111958,http://comsoulstech.com/,True,True,1,1
Karachi,Cubix PECHS,4.7,-48.0,54C,+92 21 34526050,http://www.cubix.co/,True,True,1,1
Karachi,Developers Thrill | Software Company & IT Institute,5.0,-3.0,·,+92 332 2148534,http://developersthrill.org/,True,True,1,1
Karachi,ITechAvengers Software House,5.0,-2.0,"Suite# 412, 4th Floor, Park Avenue, Shahra-e-Faisal",+92 333 5242682,https://www.itechavengers.com/,True,True,1,1
Karachi,Modestic Software House,4.8,-8.0,R-618 5c,+92 319 8333284,Not-Available,False,True,1,0
Karachi,Software House,3.3,-6.0,36,+92 318 3119228,Not-Available,False,True,1,0
Karachi,Switcher Techno,4.5,-165.0,"Office# 331, 3rd Floor, Trade Avenue, I.I Chundrigar Rd",+92 324 2419744,http://www.switchertechno.com/,True,True,1,1
Karachi,Pixel Software House,5.0,-1.0,·,+92 334 2010272,Not-Available,False,True,1,0
Karachi,Appicoders Inc.,4.1,-72.0,·,+92 21 34327741,http://www.appicoders.com/,True,True,1,1
Karachi,Fetch Sky Technologies,4.8,-40.0,·,+92 333 2196539,http://www.fetchsky.com/,True,True,1,1
Karachi,Johar Software House,5.0,-5.0,"House no 288, Usmania colony, Nazimabad 1",+92 21 36602060,http://joharhouse.com/,True,True,1,1
Karachi,Avanza Solutions (Pvt.) Ltd.,4.4,-202.0,House No. 40/J-B,+92 21 111 282 692,https://www.avanzasolutions.com/,True,True,1,1
Karachi,Systechlogic,5.0,-17.0,"Suite No.614, Caesar's Tower, Main Shahra-e-Faisal",+92 346 3324491,https://systechlogic.com/,True,True,1,1
Karachi,Soften Software House,4.2,-5.0,"A-2748 Phase 2 Gulshan-e-Hadeed, Karachi, Pakistan",+92 301 2603616,Not-Available,False,True,1,0
Karachi,Software Company (LUITECH SYSTEMS (PVT) Ltd.) Saddar Chapter,5.0,-4.0,"Suit: 312, Third Floor, Mehboob Chambers",+92 348 2224151,https://luitechsys.luipos.com/,True,True,1,1
Karachi,M/I tech solution ( SOFTWARE HOUSE ),4.8,-4.0,"3rd block 2, L 2364 metroville",+92 316 2506808,Not-Available,False,True,1,0
Karachi,Aish Tycoons (Web Development Company),4.9,-78.0,"B, SHELOZONE CENTRE, Office A-7, 74 Main University Rd",+92 345 2800819,https://www.aishtycoons.com/,True,True,1,1
Karachi,Taqwa Apps (Software House),5.0,-1.0,·,+92 334 1111958,http://taqwaapps.com/,True,True,1,1
Karachi,CIS PVT LTD,4.3,-142.0,·,+92 21 34533312,https://cispl.com/,True,True,1,1
Karachi,Bestosoft- The best software house in Pakistan,5.0,-1.0,W26J+7CH,+92 301 4836286,http://www.bestosoft.co/,True,True,1,1
Karachi,Intelvue,4.9,-24.0,"1 /1-3P, 1st Floor, Rd",+92 323 2107411,https://www.intelvue.com/,True,True,1,1
Karachi,Sky software house,5.0,-6.0,R 37 PRECHS,+92 304 7664622,Not-Available,False,True,1,0
Karachi,Software House,4.4,-9.0,"Grace mall, Main University Rd",+92 300 2189609,Not-Available,False,True,1,0
Karachi,Tecbz,4.5,-64.0,"G-5, Ground Floor, Gold Apartment, 221 Sadhu Hiranand St",+92 21 32220060,https://www.tecbz.com/,True,True,1,1
Karachi,Shiwantek,5.0,-20.0,"2nd floor, Uzma Arcade",+92 313 2476866,http://shiwantek.com/,True,True,1,1
Karachi,Spacious Software House,5.0,-2.0,602 Al Rahim Tower I I Chundigar Road,+92 316 8940010,http://www.spaciouspk.com/,True,True,1,1
Karachi,Website and Mobile Application Development Company Karachi - Software Development Company Pakistan,5.0,-2.0,"1st Floor Building, Office 2B, 17-C Stadium Lane 2",+92 311 8016231,https://www.waqrosoft.com/,True,True,1,1
Karachi,Objects Pakistan,4.6,-16.0,·,+92 21 32802638,http://objects.pk/,True,True,1,1
Karachi,Software House,5.0,-1.0,R4JV+HFF,+92 335 3162725,Not-Available,False,True,1,0
Karachi,Software House,0.0,0.0,55-C Mezzanine Floor? 12 13th Commercial Street,+92 314 2156500,http://www.biznussoft.com/,True,True,1,1
Karachi,Tech Solution software house,5.0,-3.0,D-93,+92 331 0412344,Not-Available,False,True,1,0
Karachi,ISR software Services Pvt. Ltd,4.7,-10.0,"19 First Floor Old Ralli Building, Talpur Road, Off:, I.I Chundrigar Rd",+92 21 32418280,http://www.isrpl.com/,True,True,1,1
Karachi,Creative Souls (Software House),5.0,-1.0,·,+92 343 3312132,https://creativesouls.net/,True,True,1,1
Karachi,Software house,5.0,-1.0,block 11 1,Not-Available,Not-Available,False,False,0,0
Karachi,BMSAS Technologies,5.0,-9.0,"Third Floor, ECON Plaza",+44 7732 506572,http://bmsastech.com/,True,True,1,1
Karachi,KalSoft Pakistan,4.8,-4.0,"Suite 305, 3rd Floor, Business Arcade",+92 21 34548858 ext. 120,Not-Available,False,True,1,0
Karachi,kODRZ Software Company.,5.0,-1.0,·,+92 313 1232025,https://kodrz-mannananxari.vercel.app/,True,True,1,1
Karachi,InfoTech Private Limited,4.5,-26.0,"6th Floor, State Life Building No. 1, I.I Chundrigar Rd, opposite UBL Tower",+92 21 111 427 427,http://www.infotechgroup.com/,True,True,1,1
Karachi,Sassol Private Ltd,3.7,-17.0,"J, 9",+92 21 33371488,Not-Available,False,True,1,0
Karachi,Xiom Software Company - Creative Software Agency,5.0,-2.0,"Office# 105, 1st Floor, Progressive Square, Main Shahra-e-Faisal",+92 21 34380531,Not-Available,False,True,1,0
Karachi,CCODEZ | WEB DEVELOPMENT | SEO,5.0,-4.0,"Office No 4 Ground Floor Illaco House (Victoria, Abdullah Haroon Rd",+92 321 8068172,http://www.ccodez.com.pk/,True,True,1,1
Karachi,Active B Solutions,4.9,-35.0,"Office 515, 5th Floor, Madina City Mall, Abdullah Haroon Rd",+92 21 35221542,https://www.activebsolutions.com/,True,True,1,1
Karachi,Cyber Avanza,5.0,-14.0,"Office# S4, Mateen Shoppers Gallery, Just, Tariq Rd, opp. Rehmania Masjid?",+92 312 2086080,Not-Available,False,True,1,0
Karachi,software house,5.0,-1.0,quaidabad,+92 311 2805656,Not-Available,False,True,1,0
Karachi,Spectrum tech software and production house,4.8,-6.0,"Plot 76-C, Mezzanine Floor, Khayaban-e-Jami, D.H.A? Ext? Phase 7",+92 322 2812976,http://spectrum-tech.net/,True,True,1,1
Karachi,Software House,2.0,-1.0,"V4J6+MMV, Shahrah-e-Faisal",+92 318 8198816,Not-Available,False,True,1,0
Karachi,Reliable Technologies,4.9,-112.0,"G-52, central Plaza, Marston Rd",+92 310 2673651,https://reliabletech.pk/,True,True,1,1
Karachi,Inertiasoft Private Limited,4.4,-17.0,"14th & 15th floor, BRR Tower, I.I Chundrigar Rd",+92 21 34961138,https://inertiasoft.net/,True,True,1,1
Karachi,Software House,5.0,-1.0,north karachi 11-A,+92 315 0111674,Not-Available,False,True,1,0
Karachi,Paksofty Software House,5.0,-2.0,"R5PG+342, 4B Area Rd",+92 317 2301943,Not-Available,False,True,1,0
Karachi,Applied Software House,4.5,-4.0,"Flat No. 105, 106, Ellahbad Terrace, Plot 6",+92 336 2454230,http://www.jahangir.com/,True,True,1,1
Karachi,Intelligenes - Global Delivery Center,4.0,-37.0,"Dilkusha Forum, 7 Tariq Rd",+92 21 34540315,https://www.intelligenes.com/,True,True,1,1
